0,1,2,86023,0
1,3,4,26470,-1
2,5,6,31442,1
3,7,8,75238,-1
4,9,10,66160,-1
5,11,12,58646,-1
6,13,14,6441,-1
7,15,16,89466,-1
8,17,18,84851,-1
9,19,20,76097,2
10,21,22,69572,-1
11,23,24,65850,3
12,25,26,22987,-1
13,27,28,30554,4
14,29,30,76013,-1
15,31,32,88437,-1
16,33,34,28456,-1
17,35,36,69026,-1
18,37,38,83401,-1
19,39,40,68497,5
20,41,42,26585,-1
21,43,44,8784,-1
22,45,46,55076,6
23,47,48,45344,-1
24,49,50,32204,-1
25,51,52,44165,-1
26,53,54,17260,7
27,55,56,14385,-1
28,57,58,88759,-1
29,59,60,16947,-1
30,61,62,78121,8
31,63,64,59216,-1
32,65,66,4659,9
33,67,68,97240,-1
34,69,70,83270,-1
35,71,72,59691,-1
36,73,74,2166,-1
37,75,76,26187,10
38,77,78,83223,11
39,79,80,14583,-1
40,81,82,33731,-1
41,83,84,75803,-1
42,85,86,1706,12
43,87,88,19065,13
44,89,90,24766,-1
45,91,92,31645,-1
46,93,94,6024,-1
47,95,96,72605,-1
48,97,98,46508,-1
49,99,100,54580,-1
50,101,102,33089,-1
51,103,104,81163,-1
52,105,106,70825,-1
53,107,108,82055,-1
54,109,110,79255,-1
55,111,112,39701,-1
56,113,114,59982,-1
57,115,116,63859,-1
58,117,118,24442,-1
59,119,120,87372,-1
60,121,122,3250,-1
61,123,124,75662,-1
62,125,126,35672,-1
63,127,128,70024,-1
64,129,130,43359,-1
65,131,132,38529,-1
66,133,134,6443,-1
67,135,136,40142,-1
68,137,138,12522,-1
69,139,140,30611,-1
70,141,142,84077,-1
71,143,144,71737,-1
72,145,146,13778,-1
73,147,148,61552,14
74,149,150,9515,-1
75,151,152,57780,15
76,153,154,63149,-1
77,155,156,29965,-1
78,157,158,83317,-1
79,159,160,64789,16
80,161,162,63802,-1
81,163,164,14508,17
82,165,166,58035,-1
83,167,168,75531,-1
84,169,170,95883,18
85,171,172,92698,-1
86,173,174,46663,19
87,175,176,42540,20
88,177,178,72169,-1
89,179,180,3313,-1
90,181,182,51566,-1
91,183,184,23594,-1
92,185,186,63780,-1
93,187,188,5477,-1
94,189,190,94334,21
95,191,192,34170,-1
96,193,194,61132,22
97,195,196,85555,-1
98,197,198,72953,-1
99,199,200,45933,-1
100,201,202,96051,-1
101,203,204,53514,-1
102,205,206,89604,-1
103,207,208,7178,-1
104,209,210,92700,-1
105,211,212,86382,-1
106,213,214,26413,-1
107,215,216,73335,-1
108,217,218,33117,-1
109,219,220,47252,-1
110,221,222,79357,-1
111,223,224,26781,-1
112,225,226,28872,23
113,227,228,39403,-1
114,229,230,82873,-1
115,231,232,44034,24
116,233,234,88120,-1
117,235,236,74935,25
118,237,238,78741,-1
119,239,240,20076,-1
120,241,242,68447,-1
121,243,244,28552,-1
122,245,246,12409,26
123,247,248,36766,-1
124,249,250,21632,27
125,251,252,21561,28
126,253,254,34343,-1
127,255,256,79289,-1
128,257,258,20098,-1
129,259,260,3498,-1
130,261,262,25568,-1
131,263,264,72037,-1
132,265,266,8268,29
133,267,268,63932,-1
134,269,270,83505,30
135,271,272,66663,-1
136,273,274,57695,31
137,275,276,6263,-1
138,277,278,15371,-1
139,279,280,73975,-1
140,281,282,16777,-1
141,283,284,20248,-1
142,285,286,39919,-1
143,287,288,85120,-1
144,289,290,12129,-1
145,291,292,26246,-1
146,293,294,31893,32
147,295,296,85723,-1
148,297,298,41335,-1
149,299,300,5402,33
150,301,302,1297,34
151,303,304,31212,-1
152,305,306,35612,-1
153,307,308,87244,35
154,309,310,30026,36
155,311,312,39834,37
156,313,314,70277,-1
157,315,316,96921,-1
158,317,318,67157,-1
159,319,320,54297,-1
160,321,322,56782,-1
161,323,324,72696,-1
162,325,326,13227,38
163,327,328,3895,-1
164,329,330,28466,-1
165,331,332,31171,-1
166,333,334,10357,-1
167,335,336,28042,-1
168,337,338,89865,39
169,339,340,7827,-1
170,341,342,16503,-1
171,343,344,33959,-1
172,345,346,4123,-1
173,347,348,86868,-1
174,349,350,46607,-1
175,351,352,47601,-1
176,353,354,99555,-1
177,355,356,96690,-1
178,357,358,63586,-1
179,359,360,75595,-1
180,361,362,65252,-1
181,363,364,83937,-1
182,365,366,69479,-1
183,367,368,38313,-1
184,369,370,83701,-1
185,371,372,14106,-1
186,373,374,64726,-1
187,375,376,74424,40
188,377,378,10538,-1
189,379,380,20959,-1
190,381,382,32907,-1
191,383,384,52146,41
192,385,386,88731,-1
193,387,388,20698,-1
194,389,390,21866,42
195,391,392,50329,-1
196,393,394,48769,-1
197,395,396,56559,43
198,397,398,4395,44
199,399,400,38432,-1
200,401,402,45749,-1
201,403,404,20607,45
202,405,406,67472,-1
203,407,408,65596,-1
204,409,410,14299,-1
205,411,412,60774,46
206,413,414,35214,47
207,415,416,16312,-1
208,417,418,97277,-1
209,419,420,95423,-1
210,421,422,14526,-1
211,423,424,61917,-1
212,425,426,38572,-1
213,427,428,44888,-1
214,429,430,29066,-1
215,431,432,6084,-1
216,433,434,80495,48
217,435,436,48860,-1
218,437,438,73721,-1
219,439,440,19188,-1
220,441,442,90596,49
221,443,444,65113,-1
222,445,446,92343,-1
223,447,448,85065,-1
224,449,450,10165,-1
225,451,452,54072,50
226,453,454,7128,-1
227,455,456,98115,-1
228,457,458,13962,-1
229,459,460,8248,51
230,461,462,63011,-1
231,463,464,72052,52
232,465,466,27324,-1
233,467,468,38246,-1
234,469,470,35122,-1
235,471,472,84693,-1
236,473,474,27739,-1
237,475,476,72939,-1
238,477,478,42836,53
239,479,480,53221,-1
240,481,482,34460,-1
241,483,484,56370,-1
242,485,486,12247,-1
243,487,488,60832,-1
244,489,490,12876,-1
245,491,492,26432,-1
246,493,494,82443,-1
247,495,496,34860,-1
248,497,498,35502,-1
249,499,500,13931,-1
